judul_film,ringkasan_sinopsis,genre
Raiders of the Doomed Kingdom,Sekelompok tentara bayaran Thailand memulai satu misi terakhir untuk menyelamatkan seorang jenderal setelah kejatuhan Saigon. Berpose sebagai Pengawal Merah Cina mereka menyusup ke suatu senyawa dan mendapatkan kembali jenderal hanya untuk diburu. Berkendara ke pantai saat mengambil beberapa prajurit wanita mereka melarikan diri di atas kapal nelayan dengan pengejar mereka di kaki. Pulau rimba kedua belah pihak mencapai terjadi menjadi koloni penderita kusta dan sementara penduduk mengerikan mengerikan ramah mereka menjadi pion dalam pertempuran berikutnya. Sekarang para merdik harus menggali untuk hidup mereka melawan seorang komandan Penjaga Merah yang tidak mengalah.,Laga
Red & White (Merah Putih) [original title],Film ini adalah tentang rencana penebusan dari tim yang mencoba menyelamatkan Indonesia,Laga
Satria bergitar,Di negeri Antioch Gaza Raja Wasit Aron (WD Mochtar) menyusun kekuatan untuk merebut kembali tahtanya yang dirampas Abu Garin (Soultan Saladin). Abu Garin yang serakah ini belum juga puas jika belum berhasil mengawini putri Wasit bernama Tirza (Ricca Rachim) dan mengambil batu mustika bernama Mutiara Samudera Tantangan yang masih dikuasai Wasit. Peperangan antara dua kekuatan yang masih biadab dan penyembah berhala itu terus terjadi. Suatu hari Raja Wasit kedatangan seorang musafir yang selalu menyandang gitar (Rhoma Irama). Setelah memperlihatkan kesaktiannya berperang dan mengobati luka Putri Tirza Rhoma berhasil mengajak Raja Wasit dan pengikutnya untuk masuk agama Islam. Dengan tipu muslihat yang licik Abu Garin dan pengikutnya berhasil menyandera Putri Tirza. Di sini Rhoma lalu berhasil memasuki istana Abu Garin dengan menyamar sebagai rombongan musik. Rhoma berhasil juga menghibur acara perkawinan paksa antara Abu Garin dengan Tirza. Tetapi akibat pengkhianatan Banezar (Mathias Muchus) penyamaran Rhoma terbongkar. Terjadilah pertarungan sengit antara Rhoma dengan Banezar. Rhoma yang diserahi Batu Mustika mengajak Abu Garin untuk bertanding sebagai persyaratan penyerahan benda itu. Abu Garin akhirnya tewas di tangan Rhoma Wasit Aron kembali memperoleh tahtanya. Rhoma sendiri menolak diangkat menjadi raja dan lebih memilih meneruskan muhibahnya di bumi Allah.,Laga
Saur sepuh satria madangkara,Kisah fiksi dengan latar belakang zaman akhir Majapahit. Bre Wirabhumi (Harto Kawel) putra Hayamwuruk dari selir menuntut hak sebagai raja Majapahit yang saat itu diperintah Wikramawardhana (Sirjon De Gaut) menantu Hayamwuruk. Untuk menandingi Majapahit Bre Wirabhumi mendirikan kerajaan Pamotan dan mencari dukungan dari kerajaan lain. Hal ini membuat bingung kerajaan-kerajaan sahabat Majapahit. Brama Kumbara (Fendy Pradana) dari kerajaan Madangkara mencoba mendamaikan perselisihan ini. Yang terjadi kemudian malah salah paham hingga utusan Brama terbunuh. Kumbara lalu menyamar sebagai Satria Madangkara dan berhasil membunuh pembunuh utusannya. Celakanya kekasih pembunuh tadi Lasmini (Murti Sari Dewi) menuntut balas lagi dengan menculik istri Brama. Konflik-konflik ini memuncak pada Perang Paregreg antara Majapahit dan Pamotan.,Laga
Singa Kerawang Bekasi,Kisah ini berlatar belakang perang antara NICA/Sekutu & rakyat Cibening-Cakung pertengahan Oktober 1945. Saat itu pemuda menawan 22 serdadu India & 4 awak pesawat Inggris yang mendarat di Rawa Gatel.,Laga
Soegija,Dengan mengangkat aspek kemanusiaan yang universal ketimbang menekankan aspek agama film ini berkisah tentang uskup pribumi pertama di Hindia Belanda (Indonesia sekarang) Monsinyur Albertus Soegijapranata SJ dari sejak ditahbiskan hingga berakhirnya perang kemerdekaan Indonesia (1940 – 1949). Satu dasawarsa penuh gejolak ini ditandai dengan akhir penjajahan Belanda masuk dan dimulainya masa pendudukan Jepang proklamasi kemerdekaan RI dan kembalinya Belanda yang ingin mengambil kembali Indonesia sehingga memulai perang kemerdekaan Indonesia. Peristiwa-peristiwa tersebut dituangkan Soegija dalam renungan-renungan catatan hariannya dan juga peran sertanya dalam meringankan beban penderitaan rakyat di tengah kekacauan perang. Dia mencoba berperan di semua tingkat baik politik lokal nasional dan internasional. Atas peran sertanya Presiden Soekarno memberikan penghargaan dengan gelar Pahlawan Nasional.,Laga
Menuju rembulan,Film fantasi melamun dan absurdis berdasarkan legenda Indonesia. Asa adalah putri seorang pelihat. Untuk melepaskan diri dari cengkeraman ibunya dia tinggal tersembunyi di hutan. Suatu hari ia dikumpulkan oleh seekor anjing yang ternyata adalah seorang pria yang dikirim oleh ibunya.,Laga
DPO (Detachement Police Operation),Satam adalah seorang gembong kriminal yang telah lama diincar oleh Interpol. Satam sangat sulit untuk dibekuk karena ia selalu mendirikan markasnya di daerah kumuh yang padat penduduk. Para penduduk setempat dijadikan tumbal apabila pihak pemerintah berani menyerang Satam. Di saat ini Satam sedang beroperasi di Indonesia. Sebuah tim elit Indonesia merencanakan untuk menangkap Satam. Mereka berhasil memasuki kawasan Satam. Pertarungan sangat menegangkan berlanjut hingga titik darah terakhir.,Laga
Mereka bilang saya monyet!,Film ini berdasarkan novel yang dikarang oleh Djenar sang sutradara sendiri yang menceritakan tentang realitas yang memprihatinkan mengenai tingginya angka kekerasan terhadap perempuan dan anak-anak disertai minimnya edukasi masyarakat terhadap hak asasi manusia yang sebenarnya dimiliki secara individu. Film ini berkisah tentang Adjeng (Titi Sjuman) seorang penulis cerita anak-anak muda yang terjebak dalam kehidupan sehari-harinya. Didepan ibunya (Henidar Amroe) Adjeng bersifat sangat pasif dan terkesan seperti anak kucing selalu menuruti perintahnya. Namun jika sudah bersama teman-temannya Adjeng akan berubah menjadi wanita yang agresif dan suka bertindak tanpa berpikir panjang. Adjeng juga punya pacar yang jauh lebih tua darinya (Ray Sahetapy). Setelah Adjeng berhenti dari pekerjaannya sebagai penulis ia hanya bersenang-senang dengan teman-temannya setiap malam di diskotik. Namun setiap saat bayangan masa lalunya terus saja menghantui yaitu pelecehan seksual dari ayahnya ketika ia masih remaja. Adjeng pun punya masa lalu yang buruk dengan ibunya yang bersikat overprotektif dan akan sangat marah jika Adjeng tidak mau makan makanan yang dibeli ibunya bahkan menyuruh Adjeng memakan makanan yang sudah dimuntahkan. Lain dari Adjeng dua orang temannya yang selalu menemaninya di diskotik juga punya masalah yang tidak jauh berbeda. Satu diantaranya sudah punya suami namun hubungan mereka merenggang karena sang istri tidak juga bisa memberikan keturunan. Adjeng ibunya dan kedua temannya memiliki masalah yang berbeda tetapi benang merahnya sama yaitu ketidakmampuan seorang perempuan dalam menghadapi masalah-masalahnya.,Laga
Pasir berbisik,Berlian dan putri remajanya Daya sedang dalam pelarian dari kekerasan politik. Dengan terus-menerus melamun bahwa ayahnya yang tidak hadir akan kembali pemuda Daya meradang di bawah tangan ibunya yang keras. Dipaksa untuk pindah ke daratan dari rumah tepi pantai mereka ke gurun pasir yang terus berubah pasangan itu menetap ke antagonisme akrab mereka. Akhirnya Daya melihat wajah yang agak tidak asing berjajar dari seberang gurun.,Laga
Pengakuan,Karena kehilangan suami dan anak akibat keganasan perampok yang juga memperkosa dirinya Lasmi (Uci Bing Slamet) berangkat ke Jakarta. Di stasiun Gambir ia terjebak pemuda yang membawanya ke pelacuran. Di tempat ini ia berkenalan dengan Budiman (Tio Pakusadewo) yang selalu memberi uang tanpa menidurinya karena Budiman ingin mengangkat Lasmi dari tempat itu. Tindakan Budiman ini dilandasi niat menebus dosa karena akibat perbuatannya istri dan anaknya meninggal. Untuk bisa lepas Budiman mengencani Lasmi di luar dengan pengawalan. Ternyata pengawal itu adalah perampok yang membunuh suami dan anaknya. Budiman yang sudah mengontak polisi lalu bisa membuat pengawal tadi ditangkap. Ia bersama Lasmi lalu menuju kehidupan baru.,Laga
Barakati,"Abdul Manan (Fedi Nuril), arkeolog muda Yogya, kedatangan wartawan asal Inggris, Gerry Johnson (Jono Armstrong), yang minta dijelaskan makna beberapa baris kalimat dalam lontar dari abad ke 14. Ternyata kalimat-kalimat tersebut adalah penggalan catatan patih Majapahit, Gajah Mada (Tio Pakusadewo), tentang keberadaan ratu adil yang selama ini dianggap hanya mitos belaka. Yang lebih menarik lagi artefak itu juga menyebut-nyebut pulau Buton, tanah kelahiran dari orang tua Abdul Manan. Ketertarikan Manan ditambah pula dengan sebuah teori yang pernah dicetuskannya: sempat terjadi usaha untuk mengkudeta Hayam Wuruk, raja Majapahit. Lontar yang dibawa Gerry itu bisa jadi pembuka rahasia hari-hari terakhir Gajah Mada. Menurut lontar, kunci pembuka rahasia itu ada di pulau Buton.",Laga
Perahu kertas 2,Sepulang dari Bali Kugy mencoba untuk menghindari Keenan dan Remi Karel pulang untuk menenangkan (Ben Kasyafani) saudaranya. Keenan yang merasa tersesat bahkan melihat Kugy. Melalui Noni Keenan tahu bahwa Kugy pertama yang menjauhkan diri dari Keenan serta Noni dan Eko adalah karena sebenarnya Kugy mencintai Keenan tetapi terhalang oleh kedekatan Keenan dan Wanda (Kimberly Ryder). Kugy Keenan memutuskan untuk bertemu untuk menyelesaikan perasaan terpendam mereka. Namun acara demi acara kemudian menjalin menyatukan dan memisahkan hati bergantian antara Kugy Keenan Remi Luhde dan juga Siska bersama dengan orang lain di sekitar mereka. Bahkan membuka bagaimana hubungan Pak Wayan dan orang tua Keenan Lena (Ira Wibowo) dan Adri. Perahu kertas di sungai yang mengalir berayun mencari hati yang indah.,Laga
Perempuan berkalung sorban,Film ini berkisah mengenai perjalanan hidup Anissa (Revalina S. Temat) seorang wanita berkarakter cerdas berani dan berpendirian kuat. Anissa hidup dan dibesarkan dalam lingkungan dan tradisi Islam konservatif di keluarga Kyai yang mengelola sebuah pesantren kecil Salafiah putri Al-Huda di Jawa Timur Indonesia. Dalam lingkungan dan tradisi konservatif tersebut ilmu sejati dan benar hanyalah al-Qur’an Hadits dan Sunnah dan buku-buku modern dianggap sebagai ajaran menyimpang. Dalam pesantren Salafiah putri Al-Huda diajarkan bagaimana menjadi seorang perempuan yang harus tunduk pada laki-laki sehingga Anissa beranggapan bahwa ajaran Islam hanya membela laki-laki dan menempatkan perempuan dalam posisi sangat lemah dan tidak seimbang. Tapi protes Anissa selalu dianggap rengekan anak kecil. Hanya Khudori (Oka Antara) paman Anissa dari pihak Ibunya yang selalu menemani Anissa menghibur sekaligus menyajikan ‘dunia’ yang lain bagi Anissa. Diam-diam Anissa menaruh hati pada Khudori. Tapi cinta itu tidak terbalas karena Khudori menyadari dirinya masih ada hubungan dekat dengan keluarga Kyai Hanan (Joshua Pandelaki) ayah Anissa sekalipun bukan sedarah. Hal itu membuat Khudori selalu mencoba menghindari perasaannya pada Anissa. Sampai akhirnya Khudori melanjutkan sekolah ke Kairo Mesir. Secara diam-diam Anissa yang mendaftarkan kuliah ke Yogyakarta Indonesia dan diterima. Namun Kyai Hanan tidak mengizinkannya dengan alasan bisa menimbulkan fitnah ketika seorang perempuan belum menikah berada sendirian jauh dari orang tua. Namun Anissa bersikeras dan protes kepada ayahnya. Akhirnya Anissa malah dinikahkan dengan Samsudin (Reza Rahadian) seorang anak Kyai dari pesantren Salaf besar di Jawa Timur. Sekalipun hati Anissa berontak tetapi pernikahan itu dilangsungkan juga. Kenyataannya Samsudin yang berperangai kasar dan ringan tangan menikah lagi dengan Kalsum (Francine Roosenda). Harapan untuk menjadi perempuan muslimah yang mandiri bagi Anissa seketika runtuh. Dalam kiprahnya itu Anissa dipertemukan lagi dengan Khudori dan keduanya masih sama-sama mencintai. Film kemudian menceritakan perjalanan cinta Anissa dan Khudori dan juga perjuangan Anissa untuk membela hak-hak perempuan muslim di tengan rintangan keluarga pesantrennya yang konservatif.,Laga
Pergaulan,Susan (Sally Marcellina) anak tunggal keluarga kaya menggoda pemuda eksekutif yang tinggal di rumahnya Michael (Bagus Z. Galistan). Karena digoda terus akhirnya Michael melayani juga meski dia sudah punya pacar serius kendati orangtua sang pacar tidak menyukai Michael. Hubungan segitiga ini membuat Michael diusir bahkan Susan menuduh Michael pengedar narkotik dan memperkosa dirinya hingga berurusan dengan polisi. Masalahnya akhirnya terbuka saat Susan berusaha membunuh pacar Michael sementara Michael sendiri hendak dihajar oleh ayah Susan. Anehnya Susan lalu menghajar ayahnya sendiri. Ternyata Susan sakit jiwa.,Laga
Pesan Dari Surga,Lima anak muda dilanda dilema dan kegalauan di tengah karier bermusik group band mereka. Di antaranya adalah penyakit HIV/AIDS yang menghinggapi keyboardist band tersebut Veruska (Rianti Cartwright) sekaligus kehamilannya di luar nikah dengan seorang terapis pencandu narkoba bernama Dodo (Uli Herdinansyah). Gitaris band tersebut Prana yang mencintai dua wanita sekaligus; Sandra (Indah Kalalo) peramal kartu tarot dan Elita. Canting (Luna Maya) vokalis band yang kasar dan mudah cemburu menjalin hubungan dengan Arman (Dimas Seto). Brazil (Catherine Wilson) bassist band yang menjalani cinta dengan kembar Oya dan Oyi (Ramon Y. Tungka) demi menuntaskan dendamnya. Kuta (Lukman Sardi) drummer band tersebut terjebak perselingkuhan dengan lelaki yang sebenarnya sudah menikah.,Laga
Petualangan 100 Jam,Petualangan 100 jam mengisahkan tentang seorang anak kecil bernama budiman (joshua suherman) yang memiliki satu impian. Satu impian yang tak pernah berubah sampai sekarang. Impian itu adalah ia ingin menginjakan kakinya di jakarta. Budiman yang tinggal di daerah kecil yaitu muntilan jawa tengah selalu bermimpi untuk bisa pergi ke ibukota tersebut. Hal tersebut tidak lepas dari gambarannya tentang kota jakarta sebagai kota yang indah megah sekaligus mewah. Gambaran itu ia dapatkan dari orang-orang yang pernah datang kesana. Berbagai hal itu malah semakin membuat budiman ingin datang ke jakarta. Namun semua terhalang oleh dirinya yang tinggal di daerah kecil sehingga sulit untuk bisa datang ke jakarta. Semua berubah ketika ayah budiman (mathias muchus) mendapatkan sebuah musibah. Musibah itu adalah ayahnya yang seorang pegawai kelurahan dijebak oleh fitnah yang dilakukan oleh lurahnya sendiri. Hal tersebut langsung membuat ayah budiman harus masuk ke dalam penjara. Nama baik ayah budiman pun langsung hancur seketika. Padahal selama ini ayah budiman dikenal sebagai pegawai kelurahan yang baik hati serta dapat dipercaya. Namun fitnah tersebut memporak-porandakan segalanya. Tentu saja kejadian tersebut membuat keluarga budiman menjadi shock. Mereka sangat percaya bahwa ayah mereka sama sekali tidak bersalah. Terutama budiman yang sangat mengenal ayahnya dan sangat percaya hal tersebut hanyalah fitnah belaka. Ia pun ingin membebaskan ayahnya dari penjara. Kemudian budiman langsung berangkat ke jakarta untuk bisa membuktikan hal tersebut. Ia ditemani oleh salah satu temannya untuk bisa sampai kesana. Namun di tengah perjalanan karena berbeda pendapat mereka berdua memutuskan untuk berpisah. Budiman melanjutkan perjalanannya ke jakarta dengan seorang diri. Setelah sampai di jakarta budiman bertemu dengan marysa (marshanda) yang merupakan seorang penyanyi terkenal. Setelah mendengar cerita dari budiman marysa kemudian ikut membantu budiman untuk bisa membebaskan ayahnya dari penjara. Namun ternyata semua tidak semudah itu karena selama mereka berada di jakarta ada tiga orang kawanan penjahat yang terus mengincar mereka. Petualangan 100 jam adalah sebuah film yang dirilis pada tahun 2001.,Laga
Puber,Puber mengisahkan tentang seorang gadis yang baru menginjak usia remaja yaitu arlette. Bisa dibilang di usianya yang masih muda arlette adalah sosok sempurna di mata remaja-remaja lain di usianya. Cantik kaya dan juga populer adalah imaje yang selalu melekat pada diri arlette. Hal tersebut tidak lepas karena arlette adalah seorang artis terkenal.,Laga
Rini tomboy,Tiga orang siswa SMA 2000 Susan (Nunu Datau) Dody (Adjie Massaid) dan Rini (Cornelia Agatha) membentuk sebuah geng. Kegiatan para remaja ini baik di sekolah liburan maupu jalan-jalan mewarnai keseluruhan film. Film ini berfokus pada tokoh Rini yang mendapat julukan tomboy karena sikapnya yang lebih maskulin di samping juga dia jago bela diri karate dan bersikap bak jagoan seperti dialami dalam mimpinya. Meski anak orang berada Rini tetap bergaul dengan orang-orang miskin tetap jalan. Dia juga menaruh simpati pada Samil (Tio Pakusadewo) anak kalangan kurang berada yang agak berantakan hidupnya. Pergaulannya dengan Samil ini yang membuat pertengkaran dengan kawan-kawan gengnya.,Laga
Rocket Rain,Seorang seniman video yang mengerjakan proyek terbarunya secara tak terduga dikunjungi oleh temannya yang telah lama hilang Jansen. Jansen memiliki hubungan yang bermasalah dengan istrinya. Dia melarikan diri dari kota dan bertemu dengannya yang telah mengalami masalah serupa. Selama reuni canggung mereka mereka menjadi sadar betapa jauh mereka telah tumbuh dan pada saat yang sama berlangsung saling menghancurkan. Rain Rocket menyentuh kerinduan manusia akan kedamaian batin di dalam pergeseran nilai-nilai keluarga Indonesia kontemporer. Di sebuah negara di mana tradisi dianggap sakral konsep alam dan nilai-nilai sosial sedang dimediasi oleh tuntutan modernitas. Rocket Rain adalah kisah orang-orang yang mencoba mengatasi kompleksitas kontradiksi yang tak berkesudahan ini.,Laga
